Index,Id,Status,Sex,Age,Deme,fgene0,fgene1,fgene2,fgene3,fgene4,fgene5,fgene6,fgene7,fgene8,fgene9,mgene0,mgene1,mgene2,mgene3,mgene4,mgene5,mgene6,mgene7,mgene8,mgene9,phen0,phen1
15336,15336,1,0,0,3,0.135484,-0.0749141,0.136466,-0.159901,-0.132419,-0.0551582,-0.104881,-0.222477,-0.021577,-0.196568,0.0837595,0.156793,0.0601206,-0.0259209,0.0549868,0.0626101,0.0403165,0.0845156,-0.137763,-0.176827,2.11723,0.694957
15337,15337,1,0,0,3,0.0364611,0.211484,0.0446449,0.0051958,-0.0715224,-0.0186844,0.122144,0.0284651,-0.0325979,0.0665936,-0.0411087,0.141567,-0.109364,0.0542772,0.222483,0.0233345,0.0198343,-0.0129007,-0.00528293,-0.232759,2.24706,0.975
15338,15338,1,0,0,3,0.0131195,-0.0271034,-0.0682868,0.141923,-0.000738641,-0.102503,-0.0732549,0.000784241,0.202053,0.00881531,-0.137151,0.0976483,-0.133141,0.0199937,-0.0524997,-0.0728758,0.00893766,-0.0355624,0.114631,0.0192928,2.07312,0.965452
15339,15339,1,1,0,3,0.127222,-0.00820205,0.132494,0.0277828,-0.000854259,0.118795,0.114176,-0.0624074,-0.0875183,-0.191337,0.0903756,0.130056,-0.0381364,0.13275,0.0209274,-0.0421648,0.000442827,-0.0824588,0.0100077,0.0454831,2.30721,0.915312
15340,15340,1,1,0,3,-0.0641676,-0.0730938,-0.0740748,0.153534,0.239905,0.0725583,-0.00923487,0.0278104,-0.193447,0.0134376,0.0513523,0.129541,0.183762,0.0920791,-0.0384819,-0.211051,-0.0167271,-0.00491844,-0.167898,0.019407,2.30018,0.790546
15341,15341,1,1,0,3,0.000706444,0.000365227,-0.0927188,-0.153973,-0.0149186,-0.0812421,0.0204803,-0.0789482,0.200793,0.0460625,-0.00565037,0.29698,0.076593,0.0320638,-0.0915213,-0.0923967,-0.00510604,0.0536458,-0.00967151,0.0347958,2.02396,0.956757
15342,15342,1,1,0,3,0.0452778,-0.0535028,-0.0465048,0.0522861,-0.0913163,0.193409,-0.0333614,0.0875631,0.0740214,-0.0952175,0.0356619,0.13404,-0.0324362,0.0765301,0.0246575,0.0313586,-0.113033,0.0257966,0.158065,-0.0119651,2.07235,0.853578
15343,15343,1,0,0,3,-0.049602,0.254169,-0.0186168,0.0108803,0.0848969,0.0452776,0.0979005,-0.130382,0.146186,0.205672,-0.0457375,-0.0710647,-0.0856281,0.141506,0.177534,-0.0144198,-0.0703921,0.218775,0.111671,0.0176532,2.19917,0.730541
15344,15344,1,1,0,3,0.0571599,-0.0672812,-0.0702725,-0.00180984,0.151066,-0.0513534,0.0477257,-0.120906,0.0150031,0.0348045,0.155914,-0.122052,0.31929,0.0426219,-0.13379,0.114441,-0.181231,-0.0571096,0.104155,0.0227604,2.16542,0.96478
15345,15345,1,0,0,3,-0.0246294,0.0700225,0.0412921,0.0401622,0.0802192,0.0989786,0.0143099,-0.248364,-0.216131,0.00403001,-0.0936814,0.121163,0.126897,-0.125404,0.00565616,-0.0564467,-0.02494,0.0702141,-0.0375387,-0.146468,2.12085,0.762481
15346,15346,1,1,0,3,-0.0248951,-0.023176,0.0314194,0.039312,-0.0191368,0.272104,0.125704,-0.0626024,-0.0566916,-0.100145,0.0877294,-0.126382,0.00288851,0.0956148,0.0276336,-0.0516898,0.0329542,-0.252376,-0.0271827,-0.0443235,2.0455,0.921158
15347,15347,1,0,0,3,-0.182432,0.272297,0.0402584,-0.0439873,0.0987953,0.0466942,-0.100054,0.0789311,-0.0381754,0.170999,-0.073786,0.090664,0.0828689,0.0189252,-0.10963,-0.0661184,-0.132751,0.134281,0.0453975,-0.0336542,2.09699,0.948594
15348,15348,1,1,0,3,-0.00379208,0.0171443,0.0156457,-0.0529505,0.0524488,-0.171599,-0.0871215,-0.101186,-0.0918672,-0.111258,0.14338,-0.0886915,-0.000303913,0.169384,0.133401,0.0418522,-0.0706368,0.0701055,-0.185772,-0.0318962,2.19283,0.690949
15349,15349,1,0,0,3,0.0466923,-0.0984864,0.171653,0.0681243,0.0411285,-0.0855255,-0.0478542,0.0846291,-0.157961,0.0505945,0.0425018,0.0222247,0.0391994,-0.0707462,0.0560144,0.162329,0.0227329,0.0202996,0.102259,0.0149243,2.15915,0.920155
15350,15350,1,1,0,3,0.0416275,-0.0468225,-0.150463,-0.0890301,-0.223228,-0.0491256,0.130446,-0.0944068,-0.107176,-0.110938,0.0297047,0.125613,0.115253,0.0929924,0.0568084,0.0955585,-0.118315,-0.00432611,0.0880024,0.0746598,2.02377,0.953314
15351,15351,1,1,0,3,-0.103285,-0.0631257,0.00377861,0.0373647,0.0455512,0.0960221,0.0329429,-0.209153,0.0848318,-0.00311893,-0.257129,0.0713354,-0.00139951,0.135165,-0.184911,-0.0506327,-0.0792231,0.00595135,0.0216843,0.0264541,2.15833,0.96356
15352,15352,1,1,0,3,0.0251206,0.0926905,0.0251625,0.127555,-0.0687606,0.0147097,0.0277782,0.0102382,0.0809657,-0.00725654,-0.0475364,-0.109381,0.102585,0.126505,0.102521,0.169794,-0.0724212,-0.124718,0.0177425,0.00619328,2.18823,0.940341
15353,15353,1,1,0,3,0.0685132,-0.218085,-0.0396217,-0.120835,-0.0891681,-0.0324254,0.119206,0.268331,-0.221722,0.0398282,-0.0689637,-0.033428,0.0678351,-0.029553,-0.0119505,0.0982522,0.0484699,0.0495151,-0.106581,-0.054024,2.23763,0.900842
15354,15354,1,0,0,3,-0.0146646,0.064031,0.207986,0.0190847,-0.0999764,-0.136068,-0.0270832,-0.271488,-0.0471993,0.0508391,0.230257,-0.113283,0.0224413,-0.0477799,-0.0101726,0.055144,0.0712614,-0.129058,-0.0115153,0.140454,2.12896,0.858682
15355,15355,1,0,0,3,0.0910662,-0.122279,0.0916181,-0.0164509,-0.0505612,-0.104985,-0.0213987,0.0231253,-0.109795,-0.0252866,-0.136116,-0.0509061,0.326574,-0.0612782,0.0722566,-0.0214175,0.0635158,-0.000737023,-0.0875329,-0.010269,2.07196,0.862957
15356,15356,1,0,0,3,0.0164907,-0.0440159,-0.0946058,0.0803816,-0.017608,-0.0289369,-0.057813,0.0206917,0.00740261,0.234026,0.151466,0.1203,-0.0952625,-0.154001,0.147474,0.0814256,-0.0694082,-0.184374,0.00389236,0.217996,2.05531,0.893641
15357,15357,1,1,0,3,-0.0327979,-0.171763,-0.0393409,-0.113551,-0.0874304,0.0124154,-0.0354388,-0.088255,0.0919259,-0.0356093,-0.026935,0.253691,-0.0584748,0.112397,0.00157872,-0.00569543,0.0238949,0.0146486,-0.0353528,-0.12885,2.08131,0.911049
15358,15358,1,1,0,3,-0.0845461,-0.00313995,0.08629,-0.010368,0.128122,0.0790233,0.0153732,0.132044,0.0150595,0.0551123,0.0629783,0.0717213,0.0895761,0.093114,-0.0837978,-0.071724,-0.000425153,0.104001,0.0794855,-0.210338,2.17498,0.905918
15359,15359,1,1,0,3,0.0534636,-0.027949,-0.0264515,0.199175,-0.0660424,-0.0577698,-0.0911008,0.0151088,0.0736248,-0.0779881,-0.0496428,-0.109349,-0.0318976,-0.0795817,0.0885679,-0.123483,0.00344765,-0.0189566,-0.0420214,0.0304518,2.02485,0.86559
15360,15360,1,0,0,3,0.0388544,0.0569723,-0.0406072,0.14612,0.0453153,-0.180868,0.00666016,0.209355,-0.330522,0.0129602,-0.0737263,-0.265029,-0.0812398,-0.0399409,-0.0894344,0.129976,0.0376037,0.0997687,-0.10084,-0.0291152,2.15136,0.930055
15361,15361,1,1,0,3,-0.325299,-0.197643,0.0103478,0.00326794,0.0379337,0.0180768,-0.0899571,-0.245032,-0.0725604,-0.116771,-0.0672714,-0.0890858,-0.0175248,0.110027,-0.15846,-0.03972,-0.220519,0.148753,0.113642,-0.12866,2.34685,0.728787
15362,15362,1,1,0,3,0.0151205,-0.0487797,0.166077,0.0259919,0.0627271,-0.00599895,0.135569,-0.122251,0.17074,-0.0716873,0.0961725,0.0829704,-0.10084,-0.188749,0.0385858,0.147391,0.00155638,0.0698839,0.0539375,0.0711278,2.07464,0.798409
15363,15363,1,0,0,3,0.00477864,-0.0919671,0.147083,-0.0665678,-0.126506,0.0797964,0.0288854,-0.244118,-0.185828,-0.0221093,0.0515789,0.0864594,-0.0406786,-0.0817818,0.0534144,-0.167283,-0.0345544,0.0904987,0.0279866,0.0461626,2.03209,0.826727
15364,15364,1,0,0,3,0.108068,-0.0264052,-0.0111246,-0.0492238,-0.0414525,-0.0658851,0.0919693,0.00377332,0.0544214,-0.000766895,-0.16299,-0.193439,0.0602747,-0.0689502,-0.116737,-0.0840756,0.114673,-0.0023142,-0.0174593,-0.11448,2.25099,0.975
15365,15365,1,0,0,3,0.016,0.0373538,-0.172643,-0.0712922,0.0623295,0.0169503,0.233963,-0.0444814,0.0640812,-0.129915,0.0461448,0.144319,0.0940733,0.0849945,-0.127083,0.0305941,-0.04283,-0.0893582,0.0729824,-0.0222107,2.0571,0.956105
15366,15366,1,0,0,3,0.0982301,0.0193002,-0.168915,-0.154145,0.0532032,0.00032592,-0.134034,0.0308428,-0.00194647,-0.0405349,-0.00189465,-0.0558513,0.182281,0.189685,0.0574472,0.11534,0.0101951,0.0130085,0.193328,0.0346186,2.10967,0.895322
15367,15367,1,0,0,3,0.0434097,0.176186,-0.0701018,-0.0865547,-0.112761,0.122915,-0.0995784,0.0406058,-0.0204892,-0.0227255,-0.00770042,-0.0529425,-0.0566068,-0.190684,-0.341913,0.131871,-0.025912,0.00181685,0.138613,0.171273,2.34983,0.803165
15368,15368,1,1,0,3,-0.251754,0.0876989,-0.0369455,-0.0495897,-0.0552676,-0.0978747,-0.167944,-0.0133178,0.0671538,0.139172,-0.0742708,0.0643625,-0.0164715,-0.0353309,-0.0192516,0.0479536,-0.0193929,0.0728774,-0.06221,0.0135028,2.19341,0.975
15369,15369,1,1,0,3,0.0724496,-0.118074,0.050308,0.0480203,0.0820402,-0.00211236,0.0283648,0.0284608,-0.0569339,0.046772,0.165487,-0.0369178,0.0260421,-0.277245,0.137873,-0.00856483,0.0291902,-0.0513275,0.0633436,0.0838861,2.07499,0.922619
15370,15370,1,1,0,3,-0.00296385,-0.040292,0.0277853,0.0443188,0.0968623,0.0736975,-0.0833422,-0.0275072,0.111665,0.0056416,0.0217664,0.062524,0.091384,-0.0161896,-0.138207,-0.0559508,0.0211565,-0.078272,0.12088,-0.0156867,2.07349,0.964504
15371,15371,1,0,0,3,-0.0419564,-0.130812,-0.00484473,-0.0318272,0.0224749,0.0279695,-0.0750945,-0.00264421,0.0309096,0.101123,0.0662215,0.0609491,-0.0436515,0.222473,-0.229089,-0.143279,0.0115437,0.054393,0.161649,0.011946,2.05503,0.914609
15372,15372,1,1,0,3,0.04961,-0.0227198,0.00336899,0.125131,0.0328521,-0.044259,-0.217035,0.0486851,-0.0512162,-0.10587,0.0231734,-0.0235549,0.0214538,-0.0195262,0.0887043,0.0963298,-0.12632,-0.0744692,0.100958,-0.119683,2.13925,0.781578
15373,15373,1,0,0,3,-0.0137167,-0.0150506,-0.0397518,0.016255,-0.183504,-0.0124443,0.131788,0.0467669,-0.100944,-0.142796,0.00179083,-0.123615,0.139499,-0.108143,-0.0903746,-0.0137974,0.194886,-0.0095285,0.08203,-0.16207,2.20831,0.975
15374,15374,1,0,0,3,0.19042,-0.0892068,-0.0539016,-0.0204497,0.132374,0.0864858,0.131667,0.029576,-0.0975869,-0.0788449,0.105978,-0.0142,0.0639503,-0.0141921,-0.0183714,-0.173218,-0.174074,0.089233,-0.0711908,0.062729,2.1412,0.907
15375,15375,1,1,0,3,-0.0383455,-0.11981,0.0968755,0.0127941,0.0493005,-0.0995427,0.101825,-0.0614834,-0.0534684,0.0699255,0.130312,-0.00295304,0.226341,0.061455,-0.102019,-0.00636319,-0.177305,-0.11662,-0.0302805,-0.0230366,2.15698,0.820226
15376,15376,1,1,0,3,-0.0172635,0.0608719,-0.109255,0.130321,-0.0916512,-0.0514258,-0.128642,0.0171946,-0.0905719,0.119976,0.133607,0.114543,0.221837,-0.0890991,0.0864106,0.206409,-0.173132,-0.072142,0.116196,-0.00886632,2.22016,0.968021
15377,15377,1,1,0,3,0.217696,0.0347845,-0.0618693,0.0105761,0.00254872,0.0564954,-0.105329,-0.0333573,0.101955,-0.00616803,0.0857858,-0.0320621,-0.111606,0.0725464,-0.0978272,-0.214913,0.0583656,0.00270433,0.0426515,0.0550198,2.06029,0.975
15378,15378,1,0,0,3,0.0552264,0.191916,0.0715608,-0.0050004,-0.113553,0.0249067,-0.0142012,0.0370598,0.163646,0.0651054,0.0145385,0.108967,-0.173067,-0.101962,-0.11906,0.0151777,-0.0718976,-0.186454,0.0611425,-0.0868888,2.03522,0.975
15379,15379,1,0,0,3,-0.103854,0.0454458,-0.0344648,-0.123542,-0.0670382,0.0385748,-0.196288,0.144138,0.0941777,-0.027761,-0.172747,-0.134006,0.00850536,0.0364125,-0.0604447,0.070901,-0.124744,-0.149186,0.144837,-0.0952322,2.30287,0.950952
15380,15380,1,1,0,3,0.0146644,-0.0511678,0.0962819,0.0289427,-0.133479,0.141788,-0.0723198,0.0643376,0.148145,-0.184938,0.102322,0.138388,-0.098599,-0.0460131,0.17255,-0.139433,-0.066751,0.0935511,0.0304188,0.18216,2.11195,0.906215
15381,15381,1,0,0,3,-0.04772,0.0515189,-0.0889235,-0.146174,-0.108399,0.0655356,-0.0376038,0.166818,-0.0103038,0.0435004,0.0648089,0.0886415,-0.0276085,-0.072119,0.120833,0.102697,0.0467314,-0.0551106,0.16728,0.146125,2.08257,0.727724
15382,15382,1,1,0,3,0.158556,0.019732,0.0909034,-0.0329999,-0.119323,0.0748895,-0.051613,-0.0139177,-0.0638483,-0.00516331,-0.00428936,0.0159403,0.145378,0.0293502,0.031609,0.00335679,-0.242019,-0.162623,0.0271767,-0.266261,2.16743,0.70468
15383,15383,1,0,0,3,0.115976,0.0637069,0.138173,-0.00280244,-0.209409,-0.112211,-0.175232,-0.124852,0.032279,0.0719944,0.114767,-0.0856057,0.0996983,-0.0706352,-0.0640927,-0.0653347,-0.06492,0.0248799,-0.100642,0.118268,2.04989,0.820464
15384,15384,1,1,0,3,-0.0611297,-0.0856634,0.128498,0.147474,0.0973145,-0.124965,-0.0551666,-0.00596798,-0.078093,0.0383842,-0.0322013,-0.00306931,0.00601,0.121191,0.136852,0.0177263,0.200268,-0.153041,0.0122604,0.137555,2.22764,0.975
15385,15385,1,0,0,3,0.00724581,0.0652329,0.0809844,0.206039,0.0674464,-0.0640356,0.0535979,-0.0464839,0.00804378,0.0649931,0.0499643,-0.0527135,-0.126421,-0.0739397,0.0456587,0.027858,0.0514514,-0.181389,0.125743,-0.0239004,2.13475,0.975
15386,15386,1,0,0,3,0.157731,0.12243,0.00112663,-0.0962026,-0.0405379,-0.053985,-0.074187,0.113534,-0.135258,-0.190521,-0.0461892,-0.0105208,0.00440568,0.0660054,0.0402057,-0.0825118,-0.0177122,-0.0332201,0.0854043,0.060845,2.09923,0.848906
15387,15387,1,1,0,3,-0.079985,0.175749,0.0750385,-0.0888959,-0.21736,-0.00510386,0.141481,0.0584892,0.0711814,0.062823,-0.0980724,-0.0146873,-0.135035,-0.104159,-0.0853104,0.0595395,-0.0591523,0.0114747,-0.0311722,-0.100864,2.28636,0.900912
15388,15388,1,0,0,3,-0.172976,-0.0887477,0.00422086,-0.0254107,-0.017726,-0.0537106,0.0469299,-0.0747664,0.152163,0.0241186,0.168594,-0.0115052,-0.0429236,0.172164,0.117795,-0.0163493,-0.12321,-0.0818278,0.0665714,-0.0850843,2.05174,0.929989
15389,15389,1,1,0,3,-0.224796,-0.0494623,-0.0324117,0.11659,-0.119909,0.0954894,0.071972,-0.0322088,0.176112,-0.10094,-0.00697888,0.0516243,-0.0840012,-0.00270603,-0.0509067,-0.207028,-0.072611,0.00404321,-0.13178,0.0905335,2.20148,0.948182
15390,15390,1,1,0,3,0.0701787,-0.0884511,0.00246058,0.010374,-0.0869131,0.15281,0.215081,-0.0611356,0.196569,-0.0930921,-0.0993622,0.0414055,-0.0763932,0.188366,0.00107951,0.147378,0.0462282,-0.0816157,-0.0755654,-0.0228243,2.01863,0.809032
15391,15391,1,1,0,3,-0.137227,0.098369,0.177836,0.137073,0.146097,0.160713,-0.163238,-0.0533359,0.0556662,-0.0397138,0.111985,-0.110184,0.0224963,-0.148546,0.085634,0.0243266,0.106524,0.0285288,-0.0100753,-0.175817,2.19177,0.967335
15392,15392,1,0,0,3,-0.0673707,-0.0389759,-0.113045,0.0136868,0.104749,-0.0303603,0.0125389,-0.0138882,0.0465465,0.0268086,-0.0497433,-0.0502446,-0.143579,0.0997003,-0.0296705,0.108528,0.0564393,-0.144157,-0.131721,-0.108208,2.13725,0.915087
15393,15393,1,0,0,3,-0.0223996,-0.0329695,-0.0907146,-0.00826612,0.0231233,0.0595336,-0.0491199,-0.0739545,-0.0500416,-0.0544914,-0.0700032,-0.0762167,-0.0193122,0.00283551,0.0493783,-0.23881,0.0473679,0.210019,0.00826096,-0.0180581,2.12227,0.923442
15394,15394,1,1,0,3,0.0981513,0.0181598,-0.0674878,-0.0168455,0.0914511,-0.0215351,0.0430599,-0.0631386,-0.060026,-0.0840591,0.0396392,-0.0290875,-0.0156284,-0.109449,0.0889282,-0.0614213,-0.0589712,0.0963308,-0.0159822,0.00428001,2.04892,0.895179
15395,15395,1,1,0,3,-0.0822517,0.036171,-0.0772518,-0.113575,-0.0996955,0.120775,-0.139813,-0.139335,0.0876747,-0.104126,-0.0330458,0.103741,0.135978,-0.186305,-0.012973,0.0426059,0.0310378,0.00206803,0.0798186,0.226028,2.1646,0.901796
15396,15396,1,1,0,3,0.0320614,-0.0507103,0.0434235,-0.148627,-0.124885,-0.0552177,0.0522436,-0.0465167,0.126968,0.0117548,0.0839198,0.0163166,-0.141201,-0.144638,0.07082,0.00784626,-0.137951,0.0776105,0.0139614,-0.0434441,2.18176,0.975
15397,15397,1,1,0,3,0.0271214,0.0786953,-0.0804388,-0.0706172,0.0188684,0.0221187,-0.195415,0.119178,0.0705461,0.11982,-0.00853961,-0.104758,-0.00811059,-0.018559,0.0793504,0.0289229,0.0379831,0.128319,-0.0962371,0.130108,2.04349,0.833041
15398,15398,1,1,0,3,0.225487,0.0930679,-0.0960075,0.0700337,-0.0292052,-0.0203172,0.0359703,0.115764,-0.0470284,-0.064316,-0.0200386,-0.0370324,-0.0541882,-0.0667172,-0.0434335,-0.214933,-0.0205864,0.0357753,0.152695,0.021822,2.02098,0.975
15399,15399,1,1,0,3,-0.0538692,0.0218473,-0.0540187,-0.0423171,0.0577733,-0.161504,-0.0550534,-0.0135182,-0.0334414,-0.0250752,0.094531,0.0465087,0.00728741,0.147091,-0.0448157,-0.026511,0.000744471,-0.159306,-0.22237,-0.0741382,2.09001,0.680392
15400,15400,1,0,0,3,-0.106797,-0.106773,-0.00919689,0.0173776,0.187826,0.112381,-0.240172,0.0718577,-0.0336382,0.0676829,-0.0299232,0.0742013,-0.137635,-0.0488968,0.00752393,0.0622869,0.0396325,-0.0053805,-0.203644,0.129119,2.07615,0.975
15401,15401,1,0,0,3,-0.073172,-0.0595042,-0.051644,-0.129626,-0.0399438,0.0929414,0.0149273,-0.0719325,0.0133874,-0.073554,-0.20069,-0.0446332,0.112118,-0.0748949,0.0172566,-0.152965,-0.197881,0.0524338,0.0123224,0.143648,2.27237,0.920042
15402,15402,1,1,0,3,0.187858,-0.135295,0.0952811,-0.109234,0.0629551,0.0749814,-0.157315,0.0828725,-0.0331314,-0.00784372,-0.00321742,0.062641,-0.0358515,-0.0120595,0.0186212,-0.023798,0.038205,-0.0363518,-0.0451741,0.0627543,2.06585,0.975
15403,15403,1,1,0,3,-0.0622658,-0.234488,0.0239063,0.125547,-0.134061,0.124901,-0.0446676,-0.149069,-0.0635728,0.041588,0.0541735,0.00686256,0.186706,-0.0616655,0.0209169,0.0620193,-0.0121892,0.00782629,0.0227285,-0.0774136,2.03718,0.957026
15404,15404,1,0,0,3,-0.0351892,-0.286935,-0.0429798,-0.00955037,0.0509679,0.114083,0.106774,0.0412673,-0.167738,-0.0705007,-0.109489,0.0706729,0.202713,-0.101774,-0.00407255,-0.0535128,0.00559149,0.0203192,-0.117287,0.039841,2.13282,0.960231
15405,15405,1,1,0,3,-0.0420737,-0.0527796,-0.14779,-0.0513904,-0.137658,-0.0304107,-0.0242248,-0.0130277,0.0908241,0.11203,0.0754321,0.102259,-0.118452,0.0428792,-0.106998,0.0819501,0.177728,0.0374955,-0.00243553,0.0587623,2.21829,0.783217
15406,15406,1,1,0,3,-0.0230271,0.022331,-0.0621131,0.199403,0.0314692,-0.0549507,-0.0584243,0.00553651,0.0918669,-0.146241,-0.00962468,-0.0271628,-0.113587,-0.10675,-0.0155694,-0.0868936,-0.136144,0.0228074,0.00444661,0.138019,2.05231,0.895845
15407,15407,1,0,0,3,-0.148948,0.111614,0.139548,0.0344672,0.0622266,-0.0745325,0.0291027,0.12617,0.0568754,0.122697,-0.27045,-0.0984323,0.0379672,-0.0569214,-0.30833,0.132836,0.121369,-0.167839,0.153827,-0.0723846,2.24863,0.8073
15408,15408,1,0,0,3,-0.0156836,-0.0089059,-0.254054,-0.173375,0.00692817,0.145704,-0.106586,-0.142967,-0.0162449,-0.104525,0.0602326,-0.141996,-0.0848824,0.110342,0.00295606,0.150294,-0.0688567,0.119527,0.192352,0.0441969,2.24922,0.899022
15409,15409,1,1,0,3,-0.076615,0.00573954,-0.195376,-0.0390632,0.0030218,0.0575987,0.163033,-0.0157651,-0.17184,0.0426528,0.00419342,0.0255249,-0.196856,0.0711958,-0.0866859,0.0190818,-0.0791343,-0.142044,-0.0641153,-0.0508572,2.24246,0.886304
15410,15410,1,0,0,3,0.0279411,0.0195958,-0.012843,0.0594254,-0.021787,-0.101286,-0.0317219,0.0404917,-0.157094,0.0567706,-0.0187016,-0.00834154,0.134697,-0.0152856,-0.0938123,-0.180102,0.0240852,0.0400952,-0.027689,-0.0534422,2.03544,0.822879
15411,15411,1,0,0,3,-0.00199268,0.0260957,-0.184055,-0.067121,0.0489843,0.297352,-0.0127154,-0.0671153,-0.0962382,0.0969221,-0.0587388,-0.00582673,-0.125833,-0.160305,-0.0389806,-0.0477518,-0.0704807,0.0917347,-0.203839,0.217412,2.28389,0.902452
15412,15412,1,0,0,3,0.23181,-0.0617674,-0.231388,-0.0510091,-0.0898772,0.149764,0.091386,0.178441,0.10347,0.000841235,0.0459465,-0.00571989,0.0967457,0.00877629,0.154439,0.232911,-0.00545286,0.0887337,-0.0288593,-0.151811,2.04898,0.719131
15413,15413,1,1,0,3,0.00239031,-0.0295928,0.20413,0.0152267,0.0875969,0.0981634,0.0261786,0.00709619,0.0396348,0.338799,-0.124369,0.0621097,-0.168557,-0.0700369,-0.00165734,-0.0824422,0.137214,0.0204906,-0.0130568,-0.194626,2.01138,0.828013
15414,15414,1,1,0,3,0.000303794,-0.0639465,0.0144491,0.134285,0.0726378,0.151621,-0.132958,-0.0682556,-0.060428,-0.164545,-0.105046,0.00536268,0.0419694,0.0334853,0.202325,0.0800504,0.283647,0.0862081,0.0492742,0.0249119,2.16791,0.882707
15415,15415,1,1,0,3,-0.0101852,0.182234,-0.124343,-0.00634646,-0.110961,0.00542735,0.082676,-0.112673,0.0925067,0.0250095,0.0582254,-0.0467435,0.0647032,-0.06856,0.106885,-0.0134228,0.0975266,0.147626,-0.0315576,-0.117424,2.02245,0.915901
15416,15416,1,1,0,3,-0.000882726,0.00749734,0.0765438,-0.188976,0.142825,-0.0592945,0.0804207,0.00838879,0.106108,-0.0277856,-0.110639,0.0824009,0.149238,0.08026,-0.0890087,-0.123404,0.0344225,0.0757543,0.051441,-0.0702447,2.07463,0.962806
15417,15417,1,0,0,3,-0.00546254,0.061112,-0.169696,-0.0949089,0.0340065,0.0802485,-0.0560922,-0.0558681,0.125905,-0.11659,0.0227901,-0.0700721,-0.0283169,-0.0267556,-0.0716174,-0.169488,-0.136945,0.159364,-0.116679,0.097249,2.17446,0.909875
15418,15418,1,1,0,3,0.000202375,0.0558755,-0.0451223,0.0592632,-0.070012,0.150014,-0.0648568,-0.175419,-0.0997272,-0.0303026,-0.17774,-0.126262,0.0713546,0.100814,-0.0379892,-0.00149411,0.00689896,-0.071299,-0.069955,-0.0163736,2.08481,0.83006
15419,15419,1,1,0,3,-0.0289616,-0.178692,-0.00827846,0.0939745,-0.0800706,0.0975039,0.0507473,-0.00276076,0.0329051,0.1285,-0.00404222,0.13599,0.157124,-0.0345947,0.18466,-0.000478563,-0.00672712,0.046063,-0.179201,-0.0328675,2.11855,0.935343
15420,15420,1,0,0,3,-0.114845,-0.176301,0.0744622,-0.118975,-0.0290766,-0.00325713,-0.0255748,-0.131157,-0.0157253,0.0340928,0.0378368,0.128936,-0.117057,0.11391,0.208637,0.0493308,0.028786,-0.308827,-0.0129334,0.0849391,2.00376,0.860568
15421,15421,1,0,0,3,-0.151007,-0.114782,0.128608,0.0195536,0.107986,-0.0293668,0.0155958,-0.0724864,-0.0257913,0.0383033,0.106509,0.203052,0.0276308,-0.136679,-0.136739,-0.00606256,-0.0734809,0.100453,-0.0499759,-0.00167835,2.02707,0.949096
15422,15422,1,1,0,3,0.0775785,0.108916,-0.0287503,0.221476,-0.145365,-0.0134888,-0.124583,0.0706053,-0.0630026,-0.0335489,-0.138508,-0.00990591,0.103952,-0.050698,-0.143316,0.00149343,-0.00581813,0.0431851,-0.0353735,0.0457521,2.00231,0.944226
15423,15423,1,0,0,3,-0.0525948,0.203936,0.175524,-0.00317622,-0.187055,0.131959,0.0529553,0.142682,0.0151431,0.0744167,-0.0137008,-0.137829,-0.00947976,0.0211763,0.262069,-0.0655659,-0.178098,0.0124617,0.00391399,-0.0194146,2.12943,0.918304
15424,15424,1,1,0,3,-0.180494,0.0142522,-0.00432466,-0.00805635,-0.0183014,0.0589586,0.0603193,-0.0852497,0.0413093,-0.00455519,0.000555897,0.149194,-0.133816,0.0415748,-0.129434,0.0333779,0.0916828,0.0085255,-0.110538,-0.0937343,2.13442,0.975
15425,15425,1,0,0,3,-0.222528,-0.141211,0.211376,0.0180963,-0.106441,0.101162,-0.00445587,-0.0329434,-0.0936432,-0.199077,-0.0919361,-0.0295526,-0.110952,-0.154108,-0.0636181,-0.0470255,-0.0284433,0.0174006,0.145401,-0.131798,2.34544,0.872222
15426,15426,1,0,0,3,-0.0859966,0.031694,-0.0529618,-0.063707,-0.359446,0.0425196,-0.0319554,-0.113483,-0.134931,-0.0120815,-0.103391,-0.160257,-0.161948,-0.00158925,0.151712,-0.0915455,0.0995248,0.101265,-0.0398793,0.130143,2.40295,0.975
15427,15427,1,0,0,3,-0.0685646,-0.0469064,0.111464,0.0959794,-0.00565726,-0.0337272,0.179272,-0.0208663,-0.0868552,-0.13159,-0.125609,-0.0491888,0.0115392,0.0236153,-0.195789,0.0455565,-0.115899,0.0839758,-0.0940762,0.0715288,2.12456,0.949955
15428,15428,1,0,0,3,-0.0835169,-0.115756,-0.0215709,0.0107997,-0.0122716,0.0916836,-0.0441868,-0.0767796,0.0131269,0.243143,-0.0114791,0.0378669,0.021786,-0.0949159,-0.0545998,-0.0957451,-0.100248,-0.0120889,0.0318512,-0.0861782,2.16183,0.975
15429,15429,1,1,0,3,0.155632,0.0998418,0.104728,0.0117004,-0.000209149,-0.0620863,-0.116614,0.0230748,-0.202359,0.035879,0.0221411,0.0710107,0.0915072,-0.0859826,-0.0232863,0.0354984,-0.0156674,0.178601,-0.0806473,0.101182,2.22354,0.949737
